set,study,series,image,height,width
train,7dc1629a0438,7b120449c2d6,815e758da8bd,2560,3072
train,690edf59a68d,3c2e00fef9c1,a67920ee2f33,3480,4240
train,a12f0ab3d7ed,58ea0db72a51,2d82eacde0dd,2010,2446
train,7ea7f0ce6ba4,1bcb169917ca,89cb059717af,3480,4240
train,f472abdca5e0,38e21bdfce4f,816c386cdbb2,3488,4256
train,10e35f64fc16,118ae8a5b368,c8156ae4d6e8,2320,2832
train,8aca32492ab8,189f103ab7ae,3d144fbe4958,2991,2992
train,5d3619fd4540,2682f1cdab56,ee9cf518b37e,3488,4256
train,a1864aaf556e,7db90b99030b,6f829732256b,2320,2832
train,3217a8869694,5a57dc53a0af,79dc218459f6,3056,2544
train,021a7bd50924,02f47b7789d9,1ffe706d3d5f,2336,2836
train,2f06abe8a9f8,928e9d382866,365715af043f,2544,3056
train,af0e1211b9c6,ac3447d13815,559896adc701,2539,3050
train,973c7216c8d4,4807b62913de,8ddd8b932350,2336,2772
train,5b09e5efc537,a1f85ff39dc0,2024f8ab86b4,3000,3000
train,17e46fc66a16,501fac67d587,52bf81c57bb2,2800,3408
train,29a43ad85322,d76b26e0dcc9,103f8f4cd31b,2539,3043
train,e2d38e9bf5e4,093d3aa1fae9,30eae2ee5011,2800,3408
train,dfc0decef09f,b640d37dfbfe,c9132d004fb0,2072,2428
train,91107b116bec,3cc6240c321f,a650491c7276,2540,2880
train,bebea45ef7ee,c4b5e30674b7,7d9b986e3ed7,2539,3050
train,8454851c5270,98ce6ae64808,b88c19a07c3d,2330,2846
train,79144883061c,7147d7e157ac,af1a0e5a5b49,3032,3032
train,c48aac4f37c3,1f09a2c01f9a,57f76ef70b18,3480,4248
train,f0f8ccd8b0a0,c72f5beef2a4,9c316285e3a2,2539,3050
train,6c78db9456a5,dd1584a622d4,7d872d2e4b17,3480,4248
train,6039f7ffcc5a,784520c9533b,31699372f456,3488,4256
train,4ea3d3aed9a6,112946456c0f,d93b214337b2,2544,3056
train,e97d79485202,53138cd81398,bceca9f28fd3,3488,4256
train,299f34b2a99c,b56f3ce32f86,ccdbe0112d6f,2801,2802
train,13ed20e6c9b1,6f4f53f20eb2,8f58493aa6be,1140,1387
train,fb63912b1f85,310b71810bc3,31bb97761a90,2336,2836
train,3d258ae21e22,8b0f782a7ce0,46b438961c08,2336,2836
train,3ae7492c5ca3,75b32b82b906,e74e885c223e,2336,2836
train,bbbe5dd7eaff,c99f73901e91,8fcdd69753ab,2330,2846
train,371638df8cd9,a8f4d1137722,91017f8299f0,3480,4240
train,990fc38a16ae,f3f56862e4f8,fef3c9e51d8d,3480,4248
train,2b372b8e18da,4522f359f267,19e2b773fd8e,2539,3050
train,e38bf848a4b2,e16ffae4da8c,5b687c54d3fd,3488,4256
train,6898ad24e154,d35fdf03c975,2cb791040cb1,3052,3052
train,f6ffe212deeb,726f9a470fe9,173c23887f9b,1760,2140
train,f6ffe212deeb,cdfd0af93c9a,21518ca15050,1760,2140
train,3a3975e0fae6,bcfd939b6e03,49cbc9c84fac,2330,2846
train,92a134ec6693,2b68e75d8c7e,d79b606c8afb,3480,4248
train,1eafb760551d,b5c986303ae6,f8ee23f1f772,2330,2846
train,582562f90e88,f23ef568019d,1fa7cc9dd7d7,3480,4248
train,486c0b27043a,370f6172f340,9ce5032a4dfd,2320,2832
train,4d769d3b330f,ed7dc0615d51,c9ff3098d302,2536,3048
train,7367c35f74ba,ace0277c8600,d24a399e94c4,3032,3032
train,785e985b3a22,70a6e51f72ab,5e0c5bcc27c7,2800,3360
train,799558b3a63b,93eda07a134b,ca28f6c2f672,2800,3408
train,8d858ba398ca,e3992b5bf735,7b64da30378c,2636,3000
train,2554cc4dbd58,b50685599782,64a7834e3fbe,2874,2840
train,49cb0e4c4f6f,7313838f0440,4848102c0829,2336,2836
train,1de4e880cb3a,658a003873e8,a92a89c016bf,2416,2872
train,21ce0d042853,ff06457ab57d,9d5f2ac062ef,2336,2836
train,cf03351eb58e,177fda9c3ac0,499ba19916d1,2320,2832
train,3694e0a1d9aa,474ccbd3f44b,fe330230f196,2320,2832
train,cb04fc09221b,52f80ba5c949,3f9b1542800e,2949,2983
train,c860f58d8e70,6d8ada1f6ef2,66a76500f83b,2991,2992
train,2135722ae069,5d373888cc7a,380bc51923e1,3480,4248
train,2e44e9056939,a89b8242f163,dc7851676688,2320,2832
train,abcffc36ff79,1ade7882a509,94726c8d95d7,2539,3050
train,3a6c6141fdb3,94afe2357194,b36cabecd719,3032,3032
train,699f119d8555,a60e1536bf12,17eaa61e67ac,2540,2880
train,cd22baf7bb69,241037e651a4,ec0b8be00731,3320,3408
train,4e9eb654f451,adf1f5658103,027473c590c1,2382,2537
train,bbfcab526b80,cf3382645e99,4477707316e5,3032,3032
train,f3cab48d1e7c,caa7c74ec10e,137b79059dd4,2800,3408
train,e8956cd9117c,f2c374c1e247,1de0ad5314cc,3480,4240
train,e8956cd9117c,6d71c8b3a973,d336c2858bc5,3480,4240
train,712a74acd2da,97abe6efd5d4,fc68949c9c03,2539,3050
train,717649076168,e1660f6229e5,39748831cb0e,3488,3488
train,9aaf7f37753d,865d24eec606,e57410a08780,2336,2836
train,e750ed589351,dba98af78a7f,5f6849a0cf87,3052,3052
train,3ce6b3843c46,e6d4bd032fb3,38556dd92c13,3480,4248
train,81e2d490e2dd,7a8ab9169c84,c69d153f6ad8,2991,2992
train,e00eb01eab38,a43cec41b1e1,3c9e05b0a0a0,2924,3052
train,15f749d8d34c,6ad480aff0c1,fd5b042e1cd6,2330,2846
train,ada4737c1d3f,71049dfeceda,1e136f0e5958,2544,3056
train,8c46388eee54,d9a1d3d06f5c,e62e55fc3d30,2010,2446
train,ec14ca35f6d8,15b7478a8151,cdf9afc8c145,2320,2832
train,588b613b92af,f5ecc278ebef,caf8f9b34ef7,3052,3052
train,1c4a89d7a901,b4211b9c27bf,0317553424d7,3488,4256
train,d89e6a53c322,c0738df2e365,d443de6eb20b,3052,3052
train,0d806ffe4e77,2092de1b59f7,25013a0689fc,2544,3056
train,28e7495f0382,d995a229b0b2,4f85c500dedd,2520,3032
train,28e7495f0382,403be2fda430,b5aa6189d142,2520,3032
train,276d3f0a056e,f001c647836c,af2ae323c000,3488,4256
train,681a1c6fa22d,df7961601558,e8bd4eade609,2520,3032
train,aa0420c82f8e,3bfb2996e73a,c59a5aaf618a,2336,2836
train,2c7d0327a977,1c5d4ad5fe67,008ff73b4ef3,3488,4256
train,6262f05749d3,e7705a6f285b,d97a82ad2559,2801,2798
train,9b5b8816a625,5857691c26ec,da1fe5114419,2336,2836
train,6be70540f49b,4989fdfd1fcd,a5483e0618a0,3032,3032
train,055f0253e5cc,ceaec0606c9d,88e59bd72db6,2536,3048
train,644889784a23,db086718f611,0d8880eafa68,2876,2908
train,0b58306a56c9,c120d064d67f,ad43f0f0bfa6,1140,1387
train,dcfa7752bde9,db6dbdd077f6,ace9575166fe,3004,3020
train,f2e430c3888c,54874fa8607e,4e1ed0596509,2336,2836
train,ba01c7ed330f,802749fc54ef,96324b46bc4c,3488,4256
train,73ea4f592cd7,45c6d67bd95c,bc39f7ea9db9,3480,4248
train,0bc5db15a5b8,94aec69fcae2,03d2a0aeaba5,3480,4240
train,20fa80f5619e,4e68350512bc,2fb9bcd1c9ae,2964,3052
train,9168248b2ad7,e087fa2020bc,8d7cfdfc8bf2,2800,3408
train,6ff3619ba762,b0c3dbee5c68,7847e1ea4307,4240,3480
train,ed9792ecb546,242fc7a8c773,d436ae99d4f8,1140,1387
train,55b4ef57b6d4,4f98175cf59c,fa183ba97096,2336,2836
train,7e2fe165275e,19289a0ba39f,d99dc9055ace,2539,3050
train,fde3d0b58a6e,b3f56f9f8443,cf267fe1b881,2536,3048
train,9855cbfdcb71,483747369df0,2ebb1245bd58,3480,4240
train,9855cbfdcb71,606da32f7dc3,56ff7c4e1f41,3480,4240
train,5b059ef0f8ee,23c3efb3a3c5,f05302f48c86,3480,4248
train,8195c077997b,bace149c0a4c,c3c864ee0f68,2800,3408
train,022165b35383,ba04deb7e7cd,7d3c921cda8c,3480,4248
train,57de882902fc,fd857f137d78,2839d43f4706,1140,1387
train,adee0c7ec155,c3dee15d4865,f17b1ad4f6f0,2800,3408
train,00c241c3fc0d,eac6d8583ff9,bcd2179fa24e,1760,2140
train,14b5805d90cf,90216fd9da40,22d2fa33d2d1,2818,2808
train,f6e480fe97af,c891f6b74814,0c7e3c0eda27,1760,2140
train,95dba116ccd2,4cd14eff4c2b,5a0f0eb86860,3488,4256
train,a86697ca60f2,975ff7222494,edfdcc5fc9a7,2436,3032
train,9a55a2828b28,818730acef27,40dc04f31034,2520,3032
train,c0be57645ef7,21a2f2ba5608,8e31d6f2c136,2800,3408
train,951b8755c772,47d71a48a8be,22c3bf8c1c0a,3488,4256
train,60582c2b6793,34cd0ae0b6c8,309bf31ca42f,3052,3012
train,1e4e4732d5e7,e9c3e59b8e2f,68c2caf8710a,2341,2962
train,0ace558d4b99,62f5ac17c9bc,7e5dbc920a62,2539,3050
train,dd7aeb805eef,a27170aabfef,8a6178c3911b,3480,4240
train,6721bc35410d,6c4c94b50e57,57a0ab679625,2991,2992
train,c22a8be2bba4,53acd2c229a6,1643171226c2,4020,4891
train,2ef198e99a5d,07354f206406,d9f3bd877af6,2607,2852
train,77217025615d,249bdd90d2b7,cb3ee01764a1,2336,2836
train,adbc10bde10e,3221191ef32e,ce0b9e47976b,3131,3408
train,e51b2fc7f149,099003987804,f423a4dd6e17,3480,4248
train,a91f96dac3cd,273659632df2,ec106607aaae,3488,4256
train,b972189fc63f,207fc80ee3e2,22cd8d57d2b1,3480,4240
train,2acecb7b0b72,4bf5a5a0ee22,3859c4430778,2874,2840
train,5c723c3fbaaf,fdc7570a0cc1,bde156ebdcd2,2965,2954
train,b2f9dac34d2b,b4e8a1092b8d,94c300b17fb0,2539,3050
train,61bfc6b7b0a8,a83adad293b9,4e647a32aae9,3488,4256
train,b372f33f1017,54dd17f8f063,8555f2e32e4f,2336,2836
train,471af1d3f5d0,d161f9777146,760642c021cc,2800,3408
train,471af1d3f5d0,7393f58decbb,b0fd33e251f5,2800,3408
train,87ba5ef70efe,53b27d696716,55b7e0151363,3480,4248
train,d7561eaf0b7d,62d7d0a10c73,e366fa659c3a,2801,2798
train,9b23056b4965,8bea6f8faf58,ef0d12cd15cb,2544,3056
train,7b794c082812,6250d16f0275,9d8d469d6bf4,2555,2615
train,34909c5ae090,2d2cb47380ab,13d7e98fdf59,2336,2836
train,965aa8281388,f73acefb42c6,af058aa1db93,2336,2836
train,c6d8c8e90ab4,945dfbdfec93,90d3329608a1,2539,3050
train,75de22fce271,d598ec0b272a,67995d63d73a,2048,2451
train,708fe734309c,1026af83a612,d470ced1f93f,1760,2140
train,705ef7c40475,b57537a02d1e,7d610eaaecb3,2336,2836
train,106749939445,c1e585fd28d2,786ec68934b4,1760,2140
train,0c890190c894,7412549ac090,da7e9a1f7d8f,2336,2836
train,f4a638dc3304,de023ab61df3,427796a74e48,1760,2140
train,d809db32456b,1fdf29086206,51a00fe8ead4,3480,4240
train,c712a4ef7476,b3ce3ea48713,aae639baa02e,2520,3032
train,d6a6bdffccf1,7d6db630bd3e,03cafeb389a1,1760,2140
train,f40f145b6d3a,ad4f5cef6b90,d8ef6a6d4981,3488,4256
train,7a8fb17a122b,244e75eea36d,ad64d5860306,2336,2836
train,b134a98f78d7,4b9c73c75009,6a106096c000,2180,2660
train,757db9bd51a1,9017fd71a6d2,8e300521b87a,2539,3050
train,bf3ba5075cab,75996ca60e2f,696dd2b20ebc,2320,2832
train,62f99ba1566f,8a9972987f36,3639033d59f1,2330,2766
train,775b359f53b6,025efbfc3039,caafc9dd391a,2048,2500
train,e58718f4aa74,006c8ac1bf2a,1fcabd12909e,2800,3007
train,e58718f4aa74,2d4caee34a4b,44d7b2e7b0f9,2800,3408
train,a29b6e721a2d,56a6f6595630,dcd7eee9bc04,3000,3000
train,b792f371d0e0,60b4dffb06b4,e7769e0ae31e,3480,4248
train,38e0aeb59842,422368045bae,a998c74ce8a9,2536,3048
train,1b6250d23465,7d441546a213,558cf3abe42d,2544,3056
train,7f7ef67844a4,b6eeed1fa6e8,e616156054ac,2336,2836
train,705f6121d2bb,a2e18d777d42,3ee11f07a427,3480,4248
train,be86e0fdf9f3,00e1d2aa6777,91626ce94649,2320,2832
train,f2a899251da3,d2459455562e,e1b500e2ea12,2436,3032
train,ff57fee8f557,b8cd2449a963,3299c772badc,2424,3050
train,e171596e4b75,b98babdd4179,7f24746a7a53,2180,2660
train,d6d45608c97a,cce0867ac081,d2896d7a3da9,4240,3480
train,1ac288b2ce23,89e2ebd3cab3,9796be0b3e33,2336,2836
train,009bc005edaa,8713301456d4,1df3e98f79be,2331,3028
train,b835688d7cc6,d97c58081838,e9dd2e15cb8b,2336,2836
train,e90dd06ea8a1,175502cd206c,4f489e7c0d20,2436,3032
train,a907108f72e7,4efb58fec933,887abcb3bf50,3032,3032
train,e487f7e3b6a5,074ea7b40fab,8a89d61875f9,2800,3408
train,d6fe234594ab,043760f3350c,657cadad1932,2779,3408
train,9ef4fd7b2557,1e54644a2170,ccdc93ecab12,3480,4248
train,a9414722ad35,1b819e9dbdb6,f481797c0b37,2970,2987
train,8e0e8fb16772,52c88d91e181,030729b6b204,2800,3408
train,8704605c8d78,4454eaedbd7d,c7e174868af8,2520,3032
train,8704605c8d78,dff2d559c06d,e0e1e1462e56,2520,3032
train,8c19695fed29,fa2db3aefa15,bdac90f5c4ae,2090,2566
train,3dcd7c85fd18,249268456028,99019b7af0ab,2962,2978
train,aed885bf91c3,c4be601269c8,795ceeb25970,3488,4256
train,0cd5e635c50c,76c0981764e2,5e17ccc880d9,2540,2880
train,5304d41ea0a6,21f487b37325,ab293c13f037,2544,3056
train,862cdc30fb27,96ab7c8e48f5,04bf2d19ee4e,2336,2836
train,078e02e7614f,1a299a942de4,823021d09748,2320,2832
train,2d51cfed3fed,7a16ba70059c,8705f5ccccf8,2336,2836
train,70db5f349b02,acdc8060a4c1,1686e51d4378,2801,2802
train,9b350fdf9d64,494f7e963c71,ea56a7479090,2622,2980
train,7db18af1a9d1,a36f354ca2ce,47a95c1257c2,3480,4248
train,b2ad788bfc3b,e43e52ffa6b1,adf925d6c357,3488,4256
train,316a5c0840f2,98989e5e088a,cfc1a9fed40d,2336,2836
train,c9d1979eae31,2c9fef02ac2f,e1ae4be3ef0c,2336,2836
train,6fc7c54a65f0,9545e1e15230,8eab0a525c09,3480,4240
train,a8f1280e52ba,02353aff9690,4b89119a5a67,3012,3028
train,414a2893624e,1f3da49bbef6,e99abff2a302,2336,2836
train,75fc2de53d2b,845959272732,1b64e9bd2079,2336,2836
train,d7dcd6e0f47a,ba876df19902,8cb5554d94c7,3488,4256
train,5947be3fea54,14247209b193,f6cd7aba6e62,2256,2752
train,e562c9ac6268,7dba451b56e0,c97d6fe880a7,2800,3344
train,737fd5b31ea0,452b2dbb86fe,2251ac6a10e1,2539,3050
train,fb255b926b51,68985f3ed4ad,23b19483fc4d,2701,2990
train,26648048b098,c38d2ec8448b,59bd5a00b33e,2540,2880
train,26648048b098,3c1e53db615a,66b86b95c76a,2540,2880
train,26648048b098,101bc53bc385,f689d30c2f86,2540,2880
train,bfd9d34295ba,7e8f421be345,9aa0a71a5c19,1760,2140
train,761f0f4ecc85,5f290122dc8d,42d866acde2c,2336,2836
train,0ff65eb93562,fdb9d4702d3e,951b29c69002,2858,2473
train,a0c909dffbff,f19a2cfcd9d3,c2988b3a25bb,2544,3056
train,76f44ffa4441,d9ca8d0eab02,9f232f88e112,2800,3408
train,1310de79e289,7ec097c6d709,f972e983e0cd,3480,4240
train,4f4a405729f2,d85c9b2fd506,f071f42fe94e,3198,3056
train,c50278df84d0,38fb541af413,d39c70f90d67,2403,2728
train,c4ded198c3f1,b34a80f81d92,eef9600e5493,3480,4248
train,c6af19161721,1c969fc17960,8ab8682e8bc6,3480,4240
train,c6af19161721,d3ec7f8c6e74,a2ee4b862182,3480,4240
train,b88a5fb42602,b66f91daada1,8ceb3de931e3,1995,2836
train,3fc72e80db62,15d48423d9b4,fe1bd72325f8,2320,2832
train,5133bbb7b75c,98858375aadc,ffa9fef3c7bf,3032,3032
train,3964a008403e,387e97909a73,fda9216898b1,3480,4240
train,30cf90898e06,214c13021a49,292c0aeda46d,2540,2880
train,0e63ba149294,72c517f593b3,ef5a412bf92a,3480,4240
train,24888d9bd959,c61417ca11a3,1bb6743c7c3b,2874,2840
train,19905c7259b8,85345fd03de9,b63cb08f163b,2170,2450
train,aa6bbda8865b,0d39a55742d9,7a27260fe703,3480,4240
train,910fd590ada8,40dcd8ccb5d1,315967232685,2330,2846
train,25e957bf9bc8,615541e5e2c1,c50e0646d520,2320,2832
train,41132c337dca,39ddb7c24977,3c77a5755aa7,3488,4256
train,edb7232a2fab,be5ab33811d3,12051dd9bc93,3480,4248
train,00a87235ca36,b7a93187765f,09cf9767a7bf,2336,2836
train,dda1563c0620,a282e5b0b322,dcab18be6a8e,2436,3032
train,7974c126e951,835d10904964,243d91316626,3480,4240
train,059fb5105884,b1717c704899,78a1960aa312,2800,3408
train,69f2bd2ac9ae,c52f7132eccf,d472f472b4e8,3488,4256
train,4fe046c0f566,51553f551a3b,bd9172a53765,3488,4256
train,cacc8f5f2c2e,2e9de660e9db,14542180f7b3,1760,2140
train,4ebaaa8b1eb2,69ec7d4cf725,2c130ee08736,2336,2836
train,4ebaaa8b1eb2,c3f7aa3d1ea2,684230477525,2336,2836
train,4ebaaa8b1eb2,078f9fbb61d7,ba455bb9a92f,2336,2836
train,d4335c32ac91,ed6296d82293,ba77c4831e02,2544,3056
train,c963416e4f73,9a2c64b22462,197c93d57a63,2801,2802
train,837fc1ed550e,c332ee9c4c3c,d3e9fb245247,2330,2846
train,9d07514a1023,9356524d02d3,460d99af3da9,2991,2990
train,58d5ab9533de,624e8c097dfc,3cdb285b3a43,2544,3056
train,e4a6e7346156,c1e4634df606,c4fa3a69fae0,2330,2846
train,b9a84edbb4d7,123e866ed8ec,c479ad077c88,2336,2836
train,80b798963819,4798335db7c2,733d63022f55,2336,2836
train,1f44938d5c2b,c66db414192a,938c5b2172b6,2336,2836
train,771997f40f43,97e177a3a8e8,f065b45d0cfd,3480,4240
train,d7c21278a0ae,8c83d2a0f2de,9fc4923dd9b3,2320,2832
train,2f606487f89b,f95ddf190ca6,9ec191f47340,2436,3032
train,2f606487f89b,2f5753f3a4a2,b814a1e29517,2436,3032
train,ae0e6e83c6df,f0699f4a37da,be5cf8ac3e39,2544,3056
train,012229ebd9b3,975738568e04,1ebbe0481d58,2900,3052
train,4dee7ba23490,3a2d6e8439f9,8ae04761045f,3480,4248
train,7902e534869e,54be637cfb26,fe6a2dcda2da,2544,3056
train,2f06b076d692,9eb02f34d623,0834d60255e3,2520,3032
train,b7a31943f6b6,d2fdb547d641,f333a4e102d8,2544,3056
train,c7da9786faff,9016219cad86,25516b6f6f44,3480,4248
train,132141473871,c18eb162c044,d8234d413098,3480,4248
train,57915fbd41fe,7aca2de9d920,0abc1b4a90f5,2536,3048
train,3271d3fa61e6,a58ca2849ee0,f78ae37a7cbf,3480,4248
train,4cb338b6e248,5cc50c62e2e4,73adb26a3b24,3480,4240
train,2c39d421bc0a,079ab06c1afe,de8583c07c80,2539,3050
train,a93eef7b3676,e4f0942f0167,bf777c3eda76,2805,2978
train,4a2ddd0dc53a,4693322fdb12,1dfbfe0ab56a,3520,4280
train,d0696b014aca,f6ae9e37f3a3,4462bf606651,2539,3050
train,4063853b3cab,1dc2f0bad243,4e078c23b8cd,3488,4256
train,e13f252bf83c,28c952699840,a8307a24ea1d,2336,2836
train,fb5a3285aaa8,9db923bb281d,fd7ddd30d8dc,4020,4891
train,143c466c5a41,f1ceca707af9,c70559fb0f7b,2540,2880
train,ce5c24b1bb3a,2ab6dfd416bd,8cee096a8d9a,3052,3052
train,642d8346f37a,9b7b2b943137,f5af0ed4c2db,3480,4240
train,92f12dfc9ba1,cd6b14c68db7,2accbf7e5287,2872,2471
train,2c45ab64718f,b86e63151986,76e1553652b7,3488,4256
train,55a582ddecc2,62df8549aa62,3138649980f0,2330,2863
train,d42be282a595,1225ba95a1ac,1a983ed158a8,2336,2644
train,059f8765a1c1,3347c9e288b1,b85eb21acdd7,2544,3056
train,4f3ad9b6686a,688be4d216a1,ac94cb447ca7,3488,4256
train,4af510894843,44756cf92079,58f67fe862b2,1140,1387
train,e4d47cc836a1,cf7609fae873,77ba6b4395f1,2536,3048
train,82a47c1a9db1,764d55226eaa,43886e889b39,2400,2880
train,57de5c3c19e7,ca1d8b7f2ccc,83fd4f54a9a4,3488,4256
train,5e7e2e3b20f3,38ad6aec404e,07fe0210c4d2,2520,3032
train,f65b67d0fae5,472abcf900b7,4496cad92371,2874,2840
train,a5b9482cfa77,89c40dca0c1a,f3728a2aa0e9,2320,2832
train,69c0923dac41,e67395cd23ed,a34fb36c1563,2800,3408
train,5122ec355c24,8f851313789f,31f599eed7d4,2689,3249
train,71043aaa32c1,73d2911248f8,d61a43d5c520,3480,4240
train,8a3b38dbc12d,77469c0d12f5,7b0d8d2e8a45,2800,3408
train,52ed9d91bb19,ff41637c1297,279e73ff65b6,3480,4240
train,6703e8f113c4,cdb5cf9b3994,ce3dd1c7183a,2336,2756
train,9a4a6abdf776,99bb1ef190f2,424eb6da8bb8,2336,2836
train,497096b56928,87ecd44517db,75e68ff861bb,1140,1387
train,b171d813782b,a7d9ab0fa3d7,532f722fa51d,3488,4256
train,d66df386831f,98f70381e1d3,ee33ec236561,3480,4248
train,771832685b6a,2777eea0a93f,571a303b3eea,2801,2798
train,ac7371d8b321,ba6382ff61bd,a159880ddb87,2336,2836
train,830984d74452,74ee94216448,4e30d63e57de,3480,4240
train,9f1a9ff51098,6fda159b83a1,329172d2a7eb,2540,2880
train,d68217d20b03,855820c39b96,5c7b5fe49437,3480,4240
train,3bf0ba9cac51,0b6789ebfa17,0846041c1efd,3032,3032
train,488d48e19716,745953893c2a,408019f25092,3520,4280
train,6bd25e34b9bf,7dd0ca9fd7cd,7aa6a8f834d8,2436,3032
train,42c28fffc31d,bd02749ef135,500a498ca956,2336,2836
train,1db5b05091ac,fbc0f18dd5d5,bc66426a755f,2287,3050
train,13f2c3785107,a72345a6e4af,65cc2ce89d98,3480,4248
train,6556bcef1015,f8525bf920b4,0171f8209991,1140,1387
train,fd90f27b813a,8af0bb75b09e,fb90b9f3be91,2544,3056
train,5c3c9a303c13,7cff383d4d08,a1fa5f79671d,2858,2804
train,5c3c9a303c13,b90b4191d22c,1dc7459cb081,2858,2804
train,d1b8da8b457b,8af7650e2ffe,cdcf36196ea5,3480,4240
train,5fcb8bc7513c,77ffb6be2b5e,cc1b73f49815,2540,2880
train,5e7386e9b570,98c0b0064c7d,40ba7131aac7,2560,3000
train,bb8d7ff318fd,7ec8d7f932c3,85752d3c99e3,2330,2846
train,bb8d7ff318fd,fc0fcbbbdde8,f3ce7a4cfd20,2330,2846
train,551461bc852e,9d9cd718fd98,9966560a12b3,3480,4248
train,d8d5a42411d1,a05a81099c3c,6366191bfe49,2536,3040
train,d8d5a42411d1,b78aba7325ca,94825b693577,2536,3048
train,e798c7da0eac,245a33f0dd83,5d82aae7467a,2336,2836
train,0d19a07bbff0,24eb385922fd,532b7bbdb196,3488,4256
train,499a2d5bba9e,5c8ea6ddf043,07dadb4e8cb6,2538,2835
train,39a80a14bfda,088a20979e31,008ca392cff3,3480,4240
train,6adfb7a6ead6,e0c311fe7aca,e98f43cd0867,2416,2872
train,54557f471880,c0b95cb882f6,338586b4f0f0,2991,2992
train,c5af2a9953f1,f8aa92b5a26a,015ac3c7199d,2151,2668
train,6be8198c605e,d01693160cb9,5a8cc48014b0,2544,3056
train,116aee0c66b7,6968b0cad25c,2ac27ce316d5,2520,3032
train,49508eb834d6,7f7407a8e4ef,90d8c741ddae,2991,2992
train,de4e4acfa7ea,7125f5a4c5e5,787a6a770572,3488,4256
train,39a99407a17a,91d20c42179f,74ad868fbf7f,3032,3032
train,4ae89e667a24,b309e2d5aef1,1843ab225632,3488,4256
train,3c13edac81eb,bd0368a51856,a718afdbfcd0,2539,3050
train,8cc1d57b3142,6eaf54c95959,1be9de0044cf,2991,2992
train,f338a2ae96bb,2dad5799f85b,1cd13431a034,3480,4248
train,23c62fb5991e,0af420ad4450,f8fb0c9ec22a,2188,2237
train,985b26811cf7,f72c965a86b6,89561310a324,1760,2140
train,232d23dcb5c6,c828fab7f8e3,d38b7375f16e,2544,3056
train,be3713bb7bdf,16262f718a65,4fc7220eb319,2336,2836
train,cb6618d86e34,20ae7d45b959,9c5150d9ee48,2416,2872
train,cbaee64f9d29,a0c3c3af9e2a,5457dc0daa2f,3052,3036
train,af481c1cf248,6503d9248458,12cafcd805f1,3480,4248
train,dfe556626958,72c32641da34,3981fd745610,2510,2834
train,c6a5e29975eb,9592b258e1ba,b357652d690b,2320,2832
train,06e5fcfcd2f8,77cd4940bdfc,462a64ef01e3,2377,2377
train,3a985664cd4e,3436cad82020,eea28baa7c69,2560,3072
train,1e0773b7e49b,521f05f6940a,81493e510606,3480,4248
train,74a87565a547,d353e882bd7b,64e8497dacd7,3488,4256
train,f14cc84c4e69,26eb632872d8,b6aac964746c,2544,3056
train,b35b5e223ed1,e1060318bd7c,6c50c9903dc4,2320,2828
train,726e81c6c735,a28d315a3202,2f3daae72dc2,2336,2836
train,9d55b43150e5,9ece136e7fcd,56e2f9ad952d,2801,2802
train,c0cdfcb1dc3a,8a43aca93913,1175de110d85,3480,4248
train,cdd75add0930,ceb12cb0ee10,47146f12882c,3488,4256
train,9639e228b628,d032fea7fbed,4909d1fe990a,2436,3032
train,a312d66f0f1c,fec792c557b4,b3b4c3900554,3488,4256
train,18b5bd84f1c0,a08adbfa6bb5,0c06f6f96a5a,2800,3408
train,d7f739cf4bb1,660f0bbf68c5,8ac7a1e5680a,1140,1387
train,11b52fbe26a3,b7f109d014c3,94db5ad07806,2800,3408
train,7fcd5a0e4eca,ce8ebe754b0f,52b4a3a409e6,3480,4240
train,8d1e97279e94,6826d4e01b8a,1deb434d88f9,1760,2140
train,8de0328fef41,a7b2395d3586,ae62f3e85752,3480,4248
train,e5f97fa3f2d0,03713c2f216a,7b76a00cfb3a,3480,4248
train,38a7a17a3318,df25c8a42172,ce72772d81be,3480,4248
train,3be9203f616c,4ed4d7d391f4,5526fe22f7d8,4240,3480
train,a5cd73b4850d,c0c5bccd65fa,c5825d7b769a,2874,2808
train,4c6ddbf0fabe,c38e9d206bf0,5326c1a943c2,2539,3050
train,21689ed7a7b3,22ddfc38dc73,d1a19bb60b86,2539,3050
train,940927eb98cc,0e2bfde57cab,716a86c7671b,2544,3056
train,c2317b1e87a8,863ffb75f0d0,b0b9108df373,2800,3408
train,2252ba87b56b,6b3f191b65a6,dd8087abbcaf,3480,4240
train,c08ddce7c535,a6591837ec73,c7e30d6294b7,2510,2551
train,6d7efd97265f,8ea36dad3d1c,57c59f4d7d3e,2544,3056
train,cba1253c6b09,c7fb32f91e22,ae56e7be5c64,2544,3056
train,2b7fc6e4fd1d,3a63ab046e62,fdb25a936891,2663,2682
train,1a58b43cf286,0704ff4c28b5,cada5310214b,1140,1387
train,1a58b43cf286,461096d084ba,00c1515729a8,2539,3050
train,10b0f0913b0e,ccc8755bdaad,fa5f8d9acc5e,2874,2840
train,4a4f19493e91,ad1b76245d46,73f8657c1d8a,2436,3032
train,f604af7af626,2ef09be8197f,61d8f4b28030,2544,3056
train,e34c6533b5d2,61928a62019d,8796d926ea05,2544,3056
train,3143117893c0,0e9e920d4975,79a25dde614e,2801,2802
train,a2b155b28828,2bf266799019,ce430706efe2,2544,3056
